method,variable,bias,rmse,mae
KNN,gp2,-0.04036,0.8280258717324933,0.6420399999999999
KNN,gp3,-0.03509230769230769,1.1619759477566196,0.8789692307692307
KNN,gp4,-0.05876666666666667,1.2478903899361764,1.0656333333333334
KNN,gp5,-0.017653124999999992,1.006701854399933,0.700340625
KNN,gp6,-0.06663636363636365,1.157831420746457,0.9325272727272726
KNN,gp7,-0.06246666666666666,0.9561150939281703,0.7183999999999999
KNN,gs1,-0.009781818181818183,1.1527299727541138,0.9528000000000001
KNN,gs2,0.0047999999999999874,0.884718741021576,0.683
KNN,gs3,0.005466666666666676,1.0618573366471142,0.8430333333333333
KNN,gs4,0.03357931034482759,1.1914424715111611,0.9402137931034482
KNN,gs5,0.02865833333333332,1.0437539274640737,0.7818916666666667
KNN,gs6,0.026569230769230748,1.1775814089513028,0.7869179487179486
KNN,gs7,-0.009878481012658218,1.605930238287003,1.354607594936709
MICE,a_act11,-0.019798994974874373,0.9826714329482702,0.6537688442211055
MICE,a_c2,0.009410689812699862,1.2268742617115904,0.9122887163088168
MICE,a_c6,0.02923709456372773,1.1206870351262344,0.7857469164001828
MICE,a_e1,0.02795797167656464,1.1168294598921433,0.7221562357240748
MICE,a_e2,-0.004111466423024213,0.8210811080459023,0.500776610324349
MICE,a_e3,-0.03819095477386935,0.7407194265133688,0.4125069793411502
MICE,a_e4,-0.012608497030607582,0.981265053931475,0.6430333485609867
MICE,a_e5,0.010746037881716273,1.0136809759319396,0.6629300347893313
MICE,a_e6,0.027324120603015076,1.1303946089462715,0.744786432160804
MICE,a_e7,0.03226130653266332,1.088590382349403,0.7040201005025125
MICE,a_hn1,0.007169179229480737,0.869844029781669,0.5537688442211055
MICE,a_hn10,0.030351758793969848,0.8578440426201969,0.512964824120603
MICE,a_hn2,0.06743718592964823,1.2572262448786444,0.9660301507537689
MICE,a_hn3,0.021524288107202676,0.9383048414485287,0.6030988274706868
MICE,a_hn4,-0.0019262981574539367,1.4377976409984308,1.0577889447236182
MICE,a_hn5,-0.01608040201005025,0.9056333574234495,0.5710370031978071
MICE,a_hn7,0.01722900215362527,1.1719911812336004,0.7977985163914812
MICE,ge1,-0.040033500837520934,0.8207421052627957,0.5683417085427136
MICE,ge2,-0.028454773869346733,1.29108636969063,0.9373743718592965
MICE,ge3,-0.01449181390825093,0.9871876740030572,0.584892202950235
MICE,ge4,0.011603471904979441,0.967581903308502,0.6915486523526725
MICE,ge5,-0.0019186843307446317,0.9268494539924937,0.6248515303791686
MICE,ge6,-0.012864321608040201,0.9609552908585142,0.6528643216080402
MICE,gf1,-0.01541038525963149,0.8375007633599695,0.5348073701842546
MICE,gf2,0.025311743904708722,0.8919849603385179,0.5618462683789317
MICE,gf3,0.002135678391959799,0.6742176867482915,0.43228643216080403
MICE,gf4,-0.005376884422110552,0.9843562338162749,0.6795477386934673
MICE,gf5,0.009798994974874372,1.1447848936742302,0.8535175879396985
MICE,gf6,0.014998067259373792,0.8306560980803398,0.5518361035948975
MICE,gf7,0.008944723618090452,0.8848375506450514,0.6151758793969849
MICE,gp1,-0.00422110552763819,0.8835498665928534,0.6458291457286433
MICE,gp2,-0.023919597989949748,0.7478755727383821,0.4733668341708543
MICE,gp3,-0.008581368380363356,0.9700513923770769,0.5987630459992268
MICE,gp4,-0.0016750418760469005,0.9767880520351032,0.6911222780569514
MICE,gp5,-0.008024497487437186,0.9965215139343104,0.5769001256281407
MICE,gp6,-0.002740977615349474,0.8284291308390386,0.5277295568752856
MICE,gp7,-0.02353433835845896,0.8084871141265957,0.4965661641541038
MICE,gs1,-0.0377341251713111,0.8675121413138337,0.5645500228414801
MICE,gs2,0.0022613065326633165,0.7124048343649764,0.4055276381909548
MICE,gs3,-0.00477386934673367,0.7744418912240418,0.4367671691792295
MICE,gs4,0.02294229769537342,0.93380363984356,0.5391093398024606
MICE,gs5,0.0028475711892797335,0.7296584518703959,0.36398659966499164
MICE,gs6,0.012369540007730962,1.106126061339141,0.5998711506249195
MICE,gs7,0.01841485910565485,1.4695245488084503,1.1180141212391068
SoftImpute,a_act11,-0.012266474601651176,0.9843439394835383,0.7797474032579009
SoftImpute,a_c2,0.01843124279544456,1.186652232223065,0.955613652458233
SoftImpute,a_c6,-0.02152197299122183,1.0563855420291504,0.842410214767944
SoftImpute,a_e1,0.0010361202029045178,1.084441585229143,0.846390273650631
SoftImpute,a_e2,-0.0001733302449268556,0.8826939358214911,0.689578643766592
SoftImpute,a_e3,-0.0033514295619516783,0.839907085127716,0.6369056158330022
SoftImpute,a_e4,-0.006492776671700653,0.974219949605518,0.7692921932302168
SoftImpute,a_e5,0.006130330688205296,0.9906502854205573,0.7566573416750586
SoftImpute,a_e6,-0.0013713409004170347,1.0485450405692793,0.798112629098939
SoftImpute,a_e7,-0.008942763334610334,1.125069611708934,0.8434340539879892
SoftImpute,a_hn1,0.00784110269430001,0.9185949191920894,0.7135781842477278
SoftImpute,a_hn10,-0.011158261464215925,0.8906533151607885,0.6752858505838669
SoftImpute,a_hn2,0.0014289387458270133,1.464259445677879,1.1691719089490322
SoftImpute,a_hn3,0.00344776503630026,0.9882092649727932,0.7317927075867768
SoftImpute,a_hn4,9.657523358000895e-05,1.594694227407935,1.2348797237772375
SoftImpute,a_hn5,-0.0006440140194409581,0.9430490247791345,0.7441467522919115
SoftImpute,a_hn7,0.0030131910232940474,1.1158830001637967,0.8640964129744175
SoftImpute,ge1,-0.011123522833045588,0.7509264292548375,0.6097673113434711
SoftImpute,ge2,-0.0029888714841273816,1.7147973983656921,1.3630948921464945
SoftImpute,ge3,-0.002833955215915621,1.0328760057863378,0.7606711140427126
SoftImpute,ge4,0.0043854720064012516,0.8860274989677573,0.7045847960227877
SoftImpute,ge5,0.0007807698166808618,0.8811211414177321,0.7077707569219294
SoftImpute,ge6,-0.007743247400174513,0.9160405194444685,0.7260429832110602
SoftImpute,gf1,-0.0006548470262116369,0.8619827633194863,0.6762895672932442
SoftImpute,gf2,0.01281086224142944,1.0051183132700763,0.7788207482051487
SoftImpute,gf3,-0.016842529310976254,0.692476367708342,0.5562380618672789
SoftImpute,gf4,0.0011895139323605311,0.9894149285436147,0.7750808005190347
SoftImpute,gf5,0.010573759226280822,1.119139503420348,0.8950656237361645
SoftImpute,gf6,-0.00019720992882089322,0.790721794578914,0.6334481946966269
SoftImpute,gf7,-0.004688875412678127,0.851946531055079,0.6831565465927624
SoftImpute,gp1,0.0025392199272054527,0.8360351345723608,0.6942817384563633
SoftImpute,gp2,-0.00025235952091940203,0.8481782397251135,0.6783430983463308
