simulation_iter,method,overall_bias,overall_rmse,execution_time,n_variables_imputed
0,MICE,0.035589790828835254,0.9080299537693469,18.682083129882812,44
0,VAE,0.0675448566200744,1.1480668590830314,2.5030972957611084,44
0,DAE,0.07503131938386476,0.9543464709583224,0.28742098808288574,44
0,Bayesian PCA,0.06215617641018794,0.9097980779182848,0.19524073600769043,44
0,Da Xu DL,-1.7343219685323412,2.1176329388996127,17.162480354309082,44
0,SoftImpute,0.034127643621845755,0.9685508843389683,0.07646393775939941,44
0,KNN,0.06360062809230574,1.2039468409539842,0.09611964225769043,44
1,MICE,0.01244138341327245,0.9252986672927253,21.93152904510498,44
1,VAE,-0.03332343743780705,1.170046747794858,2.7056784629821777,44
1,DAE,-0.024751408773341213,0.9657454853016159,0.2867116928100586,44
1,Bayesian PCA,-0.017383177149597615,0.9493891250400196,0.20139622688293457,44
1,Da Xu DL,-1.8212797006363537,2.2287813778424646,16.11557102203369,44
1,SoftImpute,0.03198750516123125,0.9602707832397176,0.05097246170043945,44
1,KNN,-0.034155786272362945,1.1977882003530185,0.12372756004333496,44
2,MICE,0.06839796095071285,0.9636592961463617,18.668034315109253,44
2,VAE,0.0046852199790187255,1.1866104948684633,2.6254749298095703,44
2,DAE,0.012805071354784571,1.004701393827231,0.3001821041107178,44
2,Bayesian PCA,0.03238769064380711,0.9701043305731262,0.1885676383972168,44
2,Da Xu DL,-1.7899146367213015,2.2102118690565398,17.284605503082275,44
2,SoftImpute,0.039860901772872805,1.0061327311788468,0.04363512992858887,44
2,KNN,-0.0051282872218877265,1.2488125084593664,0.09904122352600098,44
3,MICE,-0.003029045864752632,0.9364422090612368,30.04456901550293,44
3,VAE,-0.031976900667475855,1.1361815347745572,3.228412389755249,44
3,DAE,-0.036281217636467585,0.9644499725450054,0.37447619438171387,44
3,Bayesian PCA,-0.06047985755095791,0.8859016686443986,0.22483253479003906,44
3,Da Xu DL,-1.8259675180290578,2.1884119735094,10.613001585006714,44
3,SoftImpute,-0.030445719387628925,1.002835697272843,0.04742717742919922,44
3,KNN,-0.03546229964934347,1.203001564675819,0.11875033378601074,44
4,MICE,-0.0490885454642763,1.0596557043150197,19.26590394973755,44
4,VAE,-0.04717255195136615,1.2095324737274142,2.589691400527954,44
4,DAE,-0.05053393527439114,1.0249589312717244,0.2959554195404053,44
4,Bayesian PCA,-0.0717562145615359,0.9870248543759921,0.2197096347808838,44
4,Da Xu DL,-1.8443999684144394,2.262026162902732,17.19600558280945,44
4,SoftImpute,-0.024296844590852785,1.015096670425708,0.1171257495880127,44
4,KNN,-0.06205317209527213,1.2596060428984874,0.10145187377929688,44
5,MICE,-0.015844423429617897,0.9659143380080376,19.4145565032959,44
5,VAE,0.025547474655078097,1.1812176563291528,2.484973192214966,44
5,DAE,0.02812031046256892,1.0206701606236708,0.28892087936401367,44
5,Bayesian PCA,0.020996979996559067,0.950594721080562,0.16631340980529785,44
5,Da Xu DL,-1.7723777937134577,2.163768917890429,17.001628398895264,44
5,SoftImpute,-0.029165854355151823,0.9536378114528429,0.15076589584350586,44
5,KNN,-0.01103369811306828,1.2504223020223575,0.09766817092895508,44
6,MICE,-0.008155041414560285,0.9718983833508484,19.5132315158844,44
6,VAE,-0.031185791752009986,1.213347856985047,2.546642780303955,44
6,DAE,0.019423125149444265,1.0030185721875182,0.296588659286499,44
6,Bayesian PCA,0.018909051372842937,0.9721325195708665,0.16842269897460938,44
6,Da Xu DL,-1.818436949426126,2.2413887095384974,17.11790895462036,44
6,SoftImpute,0.025987605812982338,0.9738474114264117,0.04925966262817383,44
6,KNN,-0.026587060503368332,1.2867200884786898,0.09917902946472168,44
7,MICE,-0.040383520772542834,0.9726812657832894,17.57936978340149,44
7,VAE,-0.03472449277878263,1.2157809832895705,2.257507801055908,44
7,DAE,0.006544322604380942,1.0526849913762375,0.29703855514526367,44
7,Bayesian PCA,-0.04391948038004986,0.9705616280142059,0.1908740997314453,44
7,Da Xu DL,-1.8354689859192015,2.2359773897019606,16.6129412651062,44
7,SoftImpute,-0.07313918063373324,0.9934009723493069,0.050765037536621094,44
7,KNN,-0.006338006758550578,1.2656492881758576,0.0999898910522461,44
8,MICE,-0.015019649108480158,0.9137314172951331,23.800803422927856,44
8,VAE,-0.01714404502185602,1.1285206252096163,3.4091732501983643,44
8,DAE,0.0022839788012845833,0.9613133635863451,0.36690831184387207,44
8,Bayesian PCA,-0.0056483180473280385,0.9082914078927596,0.21889281272888184,44
8,Da Xu DL,-1.8100455894934777,2.1820838733355856,14.08864426612854,44
8,SoftImpute,-0.012087157507417613,0.9518473827300427,0.24006891250610352,44
8,KNN,-0.004465390313836152,1.1673391784995841,0.09805917739868164,44
9,MICE,-0.09179905119395068,0.9469106820271698,19.699345588684082,44
9,VAE,-0.07704483960737078,1.1655400201962194,3.0954396724700928,44
9,DAE,-0.07264125368811067,0.9954814692893105,0.2945127487182617,44
9,Bayesian PCA,-0.06163326625377329,0.9435934190805757,0.19443726539611816,44
9,Da Xu DL,-1.8708841955935767,2.2551427293662027,14.645434379577637,44
9,SoftImpute,-0.022936990059118666,1.0367161176760158,0.0943746566772461,44
9,KNN,-0.07010390913024464,1.2410990303281941,0.09964895248413086,44
10,MICE,0.08747485369413616,1.0125912891247266,17.22645401954651,44
10,VAE,0.08005926984338475,1.2000268827358271,2.047732353210449,44
10,DAE,0.05151021345377791,1.0392832288872158,0.2975473403930664,44
10,Bayesian PCA,0.08284074290385014,0.991015352115221,0.1726088523864746,44
10,Da Xu DL,-1.7142703071013394,2.1494733720479013,14.268559217453003,44
10,SoftImpute,0.07869414220561384,1.0380991361865393,0.04798483848571777,44
10,KNN,0.0519674227471329,1.2340249157775254,0.1016693115234375,44
11,MICE,0.027221894997377295,0.9558240404585778,19.191170930862427,44
11,VAE,0.03641649557034276,1.179800674717392,2.455335855484009,44
11,DAE,0.03460893215236354,1.0146215816709083,0.29167771339416504,44
11,Bayesian PCA,0.02742488110402915,0.9413531636384839,0.1634528636932373,44
11,Da Xu DL,-1.7601355552845463,2.1523826577332374,15.241180658340454,44
11,SoftImpute,0.03094151739750587,0.977537158484959,0.052680253982543945,44
11,KNN,0.026131298909030667,1.2633102981035889,0.09669041633605957,44
12,MICE,0.04976928639496513,1.0046532551852527,16.869466304779053,44
12,VAE,0.011122290807741724,1.1904705703380012,2.327744483947754,44
12,DAE,0.015807420491285598,1.0252071546778665,0.3104114532470703,44
12,Bayesian PCA,0.013087810497230507,0.9600228177601825,0.185927152633667,44
12,Da Xu DL,-1.7836335052152654,2.1768694375141036,15.30890941619873,44
12,SoftImpute,0.049095174198346345,1.0237646739995432,0.041817426681518555,44
12,KNN,-0.0074978709755207425,1.2787646221426205,0.10108399391174316,44
13,MICE,-0.04083622239777899,0.9449492952845719,22.597205638885498,44
13,VAE,-0.000410485136771704,1.1549047925046487,2.975578546524048,44
13,DAE,-0.047159370148546036,1.018849025038246,0.29367685317993164,44
13,Bayesian PCA,-0.044246698303765854,0.967852509673546,0.1932697296142578,44
13,Da Xu DL,-1.7950372889629895,2.181505527926325,12.478204488754272,44
13,SoftImpute,-0.03162342151502115,0.9739717811652601,0.042334556579589844,44
13,KNN,-0.040679997859685076,1.2086912178442877,0.09934687614440918,44
14,MICE,-0.0005196203665860402,0.9611679314797865,23.047833681106567,44
14,VAE,-0.0142888082911364,1.128805081753062,3.085015296936035,44
14,DAE,-0.057376747936100786,0.9715731364366519,0.35962605476379395,44
14,Bayesian PCA,-0.06096644381772058,0.9244732296176569,0.21831178665161133,44
14,Da Xu DL,-1.8046105490177,2.154715576740885,11.566187620162964,44
14,SoftImpute,-0.06040001127290135,0.9950770092226268,0.08799314498901367,44
14,KNN,-0.011472211773213876,1.2141819398971094,0.10036087036132812,44
15,MICE,-0.014701074435188166,0.9687076059418064,19.606688499450684,44
15,VAE,-0.015364718610755411,1.14146593407628,2.258673906326294,44
15,DAE,-0.0062036201319512355,0.9782036225039412,0.29561591148376465,44
15,Bayesian PCA,-0.018935494669456435,0.9227647290702433,0.16900873184204102,44
15,Da Xu DL,-1.8407974008315569,2.2211256890774176,14.132862329483032,44
15,SoftImpute,-0.014991662801312927,0.973629509668293,0.04320096969604492,44
15,KNN,-0.035378661229657535,1.2055191766598057,0.09908032417297363,44
16,MICE,-0.02027986841744812,0.9448968480704195,17.1367449760437,44
16,VAE,-0.05725870566930191,1.1856323698009343,2.255441665649414,44
16,DAE,-0.03970592298849584,1.0049162414958608,0.2957632541656494,44
16,Bayesian PCA,-0.009801947732785756,0.9534528248983883,0.132887601852417,44
16,Da Xu DL,-1.8532585746165737,2.241380891762366,14.609097003936768,44
16,SoftImpute,0.008091462819574742,1.0063489339732212,0.04551362991333008,44
16,KNN,-0.06251701155916085,1.292368898277763,0.09947705268859863,44
17,MICE,0.0707565412359423,0.9031676939711336,18.724851608276367,44
17,VAE,-0.005235079676694025,1.1059666246433586,2.5218429565429688,44
17,DAE,0.05921418596328103,0.9459688204718296,0.3069918155670166,44
17,Bayesian PCA,0.07517029366615668,0.8812833762817,0.1649031639099121,44
17,Da Xu DL,-1.7974803423545156,2.138800885533523,14.244468927383423,44
17,SoftImpute,0.05970310118210707,0.933764423836739,0.04058218002319336,44
17,KNN,0.002264904239625064,1.1990638605327866,0.09768533706665039,44
18,MICE,-0.04896836049682985,0.9638142103673186,17.416144371032715,44
18,VAE,-0.04170097059323888,1.1971409809842675,2.769883155822754,44
18,DAE,-0.060451843728404925,1.0158703824679616,0.2907414436340332,44
18,Bayesian PCA,-0.013416739900293394,0.9584640331515277,0.19714808464050293,44
18,Da Xu DL,-1.827719254074761,2.217774595024459,12.479081392288208,44
18,SoftImpute,-0.03988657505184216,0.9980251995704909,0.04102778434753418,44
18,KNN,-0.050710494939347185,1.2641968323406403,0.09882593154907227,44
19,MICE,0.019822169333048437,0.9155046039616725,27.86649489402771,44
19,VAE,0.05407934214504529,1.1432865958830318,2.569258213043213,44
19,DAE,0.030643624390980617,0.9605073741371052,0.2975320816040039,44
19,Bayesian PCA,0.025514917756628477,0.9002070254663117,0.1606595516204834,44
